#HMS-PCI Spoke	( 3620)
YJL157C	YNR031C
YJL157C	YDL145C
YDR283C	YNL213C
YLR096W	YML057W
YLR096W	YHR044C
YLR096W	YLL026W
YLR096W	YHR158C
YLR096W	YNR052C
YLR096W	YPR159W
YLR096W	YGR047C
YLR096W	YKL210W
YLR096W	YGR238C
YLR096W	YKL081W
YLR096W	YAR014C
YLR096W	YML006C
YMR036C	YBL002W
YMR036C	YPR191W
YMR036C	YDR155C
YMR036C	YBL045C
YER007W	YHR027C
YCR057C	YDR449C
YCR057C	YLR222C
YMR235C	YPL111W
YMR235C	YOR185C
YMR235C	YIL125W
YMR235C	YDR002W
YKL193C	YGL008C
YKL193C	YGR130C
YKL193C	YPL036W
YKL193C	YDR028C
YKL193C	YML049C
YKL193C	YDL213C
YKL193C	YDR343C
YKL193C	YJL076W
YKL193C	YGR159C
YKL193C	YDR190C
YKL193C	YGL115W
YKL193C	YHR186C
YLR403W	YCL028W
YBR130C	YAL029C
YBR130C	YLR092W
YBR130C	YGL106W
YBR130C	YBR143C
YDR267C	YHR044C
YDR267C	YER098W
YDR267C	YOR261C
YDR267C	YIL128W
YDR267C	YOL111C
YGL131C	YLR413W
YOR353C	YHR102W
YML057W	YPR108W
YML057W	YNL037C
YML057W	YKL081W
YML057W	YNL290W
YML112W	YDR190C
YML112W	YKL210W
YML112W	YDR169C
YNL023C	YNL135C
YAL017W	YPR160W
YAL017W	YDR190C
YOR351C	YHR027C
YDL179W	YBL045C
YLL010C	YOR043W
YLL011W	YMR229C
YLL011W	YNL132W
YKL210W	YGR267C
YKL210W	YOR027W
YKL210W	YOR184W
YDL190C	YBL058W
YDL190C	YML100W
YDL190C	YLL039C
YDL190C	YMR276W
YDL190C	YER057C
YDL190C	YDR049W
YDL190C	YBR170C
YDL190C	YEL037C
YHR186C	YKL119C
YIL079C	YOR204W
YIL079C	YML056C
YIL079C	YDR432W
YIL079C	YNL004W
YLR247C	YJL085W
YLR247C	YBR009C
YLR247C	YOR028C
YLR247C	YDR225W
YMR291W	YLR396C
YMR291W	YPL262W
YPL236C	YDL190C
YJR053W	YGL121C
YGL174W	YMR012W
YGL174W	YGL216W
YDR480W	YNL189W
YDR480W	YLR304C
YDR138W	YDL084W
YDR138W	YDR214W
YDR138W	YNL139C
YDR138W	YEL060C
YDR138W	YML062C
YDR138W	YNR031C
YKL189W	YDL065C
YKL189W	YKL010C
YKL189W	YMR058W
YKL189W	YMR303C
YKL189W	YHR102W
YNL006W	YFR039C
YPR073C	YPL082C
YFL034C-B	YNL161W
YER059W	YPL031C
YPR178W	YDL029W
YPR178W	YOR027W
YMR146C	YBR079C
YOL006C	YMR012W
YOL006C	YPR190C
YOL006C	YGL207W
YOL006C	YLR304C
YOL006C	YFR011C
YLR186W	YHR179W
YLR186W	YPL004C
YLR186W	YLR438W
YLR186W	YGR233C
YOL087C	YBR039W
YOL087C	YDL145C
YOL087C	YBL047C
YOL087C	YNL055C
YOL087C	YDR023W
YOL087C	YNL138W
YOL087C	YDR429C
YOL087C	YLL039C
YOL087C	YMR146C
YOL087C	YGR267C
YOL087C	YKL073W
YOL087C	YMR309C
YOL087C	YBR079C
YOL087C	YER155C
YOL087C	YBL002W
YOR227W	YER133W
YMR311C	YPL031C
YDL003W	YJL074C
YDL003W	YIL026C
YDL003W	YFL008W
YFR021W	YNL242W
YFR021W	YFR040W
YFR021W	YGL190C
YDL006W	YML100W
YOR191W	YHR171W
YOR191W	YPR016C
YOR191W	YNL061W
YGL100W	YBR286W
YFL008W	YJL074C
YDR260C	YDL029W
YDR260C	YEL060C
YDR260C	YCL028W
YDR260C	YBL039C
YDR260C	YML072C
YDR260C	YDR127W
YDR260C	YOR303W
YDR260C	YDR243C
YBR083W	YBR009C
YBR083W	YDR224C
YBR083W	YHR084W
YPL139C	YOL004W
YPL139C	YNL330C
YDR266C	YMR012W
YDR266C	YOR232W
YMR093W	YMR049C
YMR093W	YHR052W
YMR093W	YGL171W
YMR093W	YJL109C
YMR093W	YBR281C
YNR019W	YDL006W
YDL074C	YHR149C
YDL074C	YPL055C
YOR125C	YGL192W
YOR125C	YDR243C
YLR148W	YDL006W
YLR148W	YDR170C
YDR477W	YMR086W
YDR477W	YDR170C
YHR152W	YDR310C
YFR024C-A	YMR304W
YFR024C-A	YFR024C
YFR024C-A	YMR302C
YFR024C-A	YLR422W
YFR024C-A	YOR042W
YFR024C-A	YDR127W
YFR024C-A	YJL045W
YFR024C-A	YOR039W
YGR280C	YMR302C
YGR280C	YPL110C
YDL132W	YDL006W
YGL003C	YPR119W
YMR198W	YMR012W
YKL048C	YDL185W
YER133W	YJR093C
YER133W	YDR301W
YER133W	YMR049C
YER133W	YOR329C
YER133W	YLR430W
YER133W	YMR012W
YER133W	YLR449W
YER133W	YHR158C
YER133W	YPL237W
YER133W	YDR412W
YER133W	YGL111W
YER133W	YHR052W
YER133W	YCL054W
YER133W	YPR160W
YER133W	YJR007W
YER133W	YOR272W
YDL013W	YNR031C
YDL013W	YOR208W
YBR017C	YLR293C
YBR017C	YOR185C
YBR017C	YDL063C
YBR017C	YDR002W
YBR017C	YMR105C
YBR017C	YLL018C
YDR335W	YOL051W
YBR055C	YER172C
YBR055C	YGR091W
YOL113W	YLR450W
YOL113W	YDL006W
YOL113W	YAL016W
YAR003W	YJL026W
YAR003W	YLL039C
YGR067C	YMR012W
YGR067C	YNL085W
YGR067C	YJL080C
YGR067C	YBL002W
YHR197W	YBR039W
YHR197W	YNL182C
YJL068C	YLR354C
YLR074C	YLL050C
YLR074C	YDR174W
YLR074C	YBL026W
YLR074C	YBL004W
YLR074C	YKL081W
YLR074C	YIR003W
YLR074C	YLR009W
YLR074C	YDR155C
YLR074C	YJR144W
YLR074C	YFL006W
YLR074C	YNL038W
YLR074C	YEL034W
YLR074C	YKL085W
YLR074C	YHR052W
YLR074C	YMR303C
YLR074C	YHR179W
YPR015C	YMR012W
YPR015C	YIL070C
YPR015C	YMR105C
YPR015C	YHR046C
YMR055C	YPL040C
YBR274W	YLR152C
YPL204W	YCR088W
YPL204W	YAR014C
YPL204W	YBL045C
YPL204W	YKR026C
YPL204W	YNL118C
YPL204W	YBR247C
YPL204W	YNL027W
YPL204W	YGR155W
YPL204W	YOL149W
YPL204W	YER133W
YPL204W	YPR160W
YPL204W	YFR001W
YPL204W	YKL085W
YPL204W	YOR061W
YPL204W	YBL047C
YPL204W	YLL026W
YPL204W	YEL034W
YPL204W	YPR181C
YPL204W	YDR023W
YPL204W	YHR098C
YPL204W	YKL140W
YPL204W	YBR225W
YPL204W	YLR304C
YPL204W	YHR179W
YPL204W	YJR134C
YPL204W	YOR332W
YPL204W	YNL272C
YPL204W	YDL047W
YPL204W	YGL197W
YPL204W	YDL065C
YPL204W	YBL051C
YPL204W	YNL113W
YPL204W	YKR028W
YPL204W	YDL153C
YPL204W	YEL015W
YPL204W	YER006W
YPL204W	YGR086C
YPL204W	YKL056C
YPL204W	YNL207W
YPL204W	YHR193C
YPL204W	YMR307W
YPL204W	YBR009C
YPL204W	YML074C
YPL204W	YBR125C
YPL204W	YML091C
YPL204W	YPL078C
YPL204W	YLR310C
YPL204W	YLL001W
YPL204W	YKL143W
YPL204W	YER138C
YPL204W	YOR215C
YPL204W	YDR342C
YPL204W	YBR011C
YPL204W	YLR438W
YPL204W	YOR232W
YPL204W	YLL013C
YPL204W	YGL111W
YPL204W	YPL004C
YBR136W	YKL085W
YBR136W	YMR012W
YBR136W	YGL245W
YBR136W	YLR304C
YBR136W	YOR027W
YKL113C	YBR088C
YML064C	YKL010C
YBR203W	YKR048C
YHR196W	YPR160W
YHR196W	YLL026W
YHR196W	YGR240C
YHR196W	YPL126W
YHR196W	YIL125W
YHR196W	YJL109C
YHR196W	YDR074W
YHR196W	YHR183W
YHR196W	YER120W
YLR320W	YJL047C
YLR320W	YHR154W
YLR320W	YDL215C
YPL051W	YKL206C
YBR160W	YMR012W
YBR160W	YFR015C
YBR160W	YFR030W
YBR160W	YDR212W
YBR160W	YHR027C
YKL190W	YPR159W
YKL190W	YLR433C
YOR319W	YER164W
YOR319W	YPR188C
YHR120W	YHR024C
YCR077C	YNL118C
YCR077C	YDL065C
YCR077C	YDL160C
YCR077C	YNL147W
YCR077C	YJL124C
YCR077C	YGL121C
YOR090C	YHL011C
YNL098C	YBR140C
YNL098C	YDL060W
YNL113W	YJR063W
YNL113W	YOR341W
YNL113W	YOR207C
YNL113W	YPR010C
YNL113W	YFR011C
YLR340W	YLR109W
YLR340W	YBR009C
YLR340W	YDR342C
YLR340W	YEL034W
YLR340W	YER067W
YLR340W	YGL068W
YLR340W	YHR087W
YLR340W	YHR170W
YEL021W	YCL028W
YDL213C	YLR432W
YDL213C	YLL027W
YDL213C	YDR432W
YDL213C	YEL055C
YDL213C	YMR229C
YDL213C	YHR099W
YDL213C	YKL014C
YDL213C	YDR381W
YDL213C	YOL139C
YDL213C	YGR150C
YDL213C	YCL011C
YDL213C	YOR206W
YDL213C	YPL012W
YDL213C	YDR091C
YDL213C	YJL109C
YDL213C	YMR290C
YDL213C	YDR174W
YDL213C	YBL002W
YDL213C	YOL041C
YDL213C	YOR017W
YDL213C	YGR198W
YDL213C	YGL120C
YDL213C	YBL004W
YDL213C	YAR073W
YDL213C	YJR144W
YDL213C	YHR052W
YDL213C	YOR272W
YHR197W	YBL002W
YHR197W	YCL014W
YHR197W	YNL113W
YNL157W	YBL002W
YLR263W	YDR170C
YMR139W	YER052C
YMR139W	YOL081W
YMR139W	YNL199C
YMR139W	YER138C
YMR139W	YLR310C
YMR139W	YJR028W
YMR139W	YML100W
YMR139W	YDR507C
YMR139W	YAL029C
YMR139W	YLR133W
YMR139W	YBR140C
YMR139W	YOR326W
YMR139W	YKR048C
YMR139W	YER132C
YMR139W	YER099C
YMR139W	YHL011C
YMR139W	YOL061W
YMR139W	YBR126C
YMR139W	YDR170W-A
YMR139W	YER160C
YMR139W	YJR027W
YBR094W	YOR061W
YBR267W	YJL122W
YDL060W	YDR224C
YDL060W	YOL041C
YDL060W	YOR056C
YDL060W	YER006W
YDR339C	YBL045C
YDR339C	YGL006W
YDR365C	YDR224C
YDR365C	YDR381W
YDR365C	YOL139C
YDR365C	YDL051W
YDR365C	YNR054C
YDR365C	YGL019W
YDR365C	YKR081C
YDR365C	YGL008C
YDR365C	YIL035C
YDR365C	YOR061W
YDR365C	YLR432W
YDR365C	YDR194C
YDR365C	YOL041C
YDR365C	YCR087W
YDR365C	YDR102C
YDR365C	YJL207C
YFR003C	YOR232W
YFR003C	YER133W
YFR016C	YIL125W
YFR016C	YIL034C
YFR016C	YLL050C
YFR016C	YKL007W
YLR427W	YCR048W
YLR427W	YMR319C
YLR427W	YMR290C
YLR427W	YHR216W
YLR427W	YJR144W
YLR427W	YLR219W
YLR427W	YOL041C
YLR427W	YPL043W
YLR427W	YGR087C
YLR427W	YGR162W
YLR427W	YGR090W
YLR427W	YHR199C
YLR427W	YKR081C
YLR427W	YOR206W
YLR427W	YLR432W
YLR427W	YNL308C
YLR427W	YDR432W
YLR427W	YGL049C
YLR427W	YOL139C
YLR427W	YML056C
YLR427W	YPL012W
YLR427W	YAL035W
YLR427W	YHR179W
YLR427W	YNL132W
YLR427W	YBR121C
YBR288C	YPL016W
YJR053W	YMR319C
YJR053W	YNL238W
YJR053W	YLR389C
YNL161W	YNL007C
YNL161W	YIL129C
YNL161W	YLR447C
YNL161W	YDL029W
YNL161W	YIL076W
YAL021C	YNR052C
YAL021C	YGR184C
YAL021C	YDL165W
YAL021C	YCR093W
YAL021C	YGR155W
YAL021C	YCL028W
YAL021C	YDR190C
YAL021C	YOR027W
YAL021C	YGR086C
YIL035C	YMR049C
YIL035C	YMR290C
YIL035C	YJR144W
YIL035C	YPL093W
YIL035C	YLR197W
YIL035C	YPR016C
YIL035C	YER006W
YIL035C	YER084W
YIL035C	YNL112W
YIL035C	YPL037C
YIL035C	YBR010W
YIL035C	YBL002W
YIL035C	YNL132W
YIL035C	YDR225W
YIL035C	YPL043W
YIL035C	YML074C
YEL056W	YHR183W
YHR073W	YPL043W
YER075C	YMR319C
YER075C	YMR229C
YER075C	YBR009C
YDR146C	YMR019W
YDR146C	YOR116C
YDR146C	YJL081C
YDR146C	YER015W
YDR146C	YPL254W
YDR146C	YBR081C
YDR146C	YHR099W
YDR146C	YGR002C
YBL088C	YPL110C
YBL049W	YGL227W
YBL049W	YJL014W
YBL049W	YIL097W
YBL049W	YIL142W
YBL049W	YIL017C
YBL049W	YDR255C
YBL049W	YMR135C
YBL049W	YCL039W
YBR280C	YEL060C
YBR280C	YBR139W
YBR280C	YNL141W
YBR280C	YDL132W
YCL039W	YDR342C
YCL039W	YDL185W
YCR001W	YEL037C
YDR306C	YDL132W
YDR306C	YMR105C
YDR306C	YNL138W
YDR306C	YOR027W
YDR306C	YER043C
YFL034W	YPL110C
YGL081W	YKL104C
YGL081W	YDL145C
YGL081W	YBL039C
YGL081W	YGR184C
YGL081W	YFR015C
YGL081W	YJL074C
YGL081W	YER006W
YGL081W	YOL094C
YGR103W	YNL189W
YGR103W	YOR272W
YGR103W	YDL031W
YGR103W	YIL070C
YGR103W	YER006W
YGR103W	YMR229C
YGR103W	YOR039W
YGR103W	YPR143W
YGR103W	YDL014W
YGR103W	YCL054W
YGR103W	YKR081C
YGR103W	YDR087C
YGR103W	YPR016C
YGR103W	YOR061W
YGR103W	YMR290C
YHR105W	YLL040C
YHR199C	YMR308C
YLR222C	YNL138W
YML088W	YDL132W
YMR049C	YKL009W
YMR049C	YDR188W
YMR049C	YGL245W
YMR049C	YMR290C
YMR049C	YLR369W
YMR049C	YDR342C
YMR049C	YLR304C
YMR049C	YHR183W
YMR049C	YPL093W
YMR049C	YFR028C
YMR049C	YMR100W
YMR049C	YGL120C
YMR049C	YER043C
YMR049C	YFL002C
YMR049C	YPR016C
YMR049C	YER091C
YMR049C	YER006W
YMR049C	YFL045C
YMR049C	YLR024C
YMR049C	YGL111W
YMR049C	YLR002C
YMR049C	YHR193C
YMR049C	YER120W
YMR049C	YOR206W
YNL116W	YML123C
YNL116W	YPL110C
YNL116W	YIL126W
YCR088W	YHR016C
YCR088W	YCR084C
YCR088W	YOR367W
YCR088W	YJR065C
YCR088W	YDR523C
YCR088W	YDR342C
YPL259C	YPR159W
YPL259C	YHR027C
YPL259C	YNL132W
YPL259C	YKL010C
YPL259C	YBL104C
YCR002C	YHR107C
YCR002C	YDL225W
YCR002C	YLR314C
YGR252W	YHR099W
YGR252W	YDR448W
YGR252W	YGL112C
YGR252W	YBR081C
YGR252W	YPL254W
YGR252W	YCL010C
YGR252W	YMR223W
YGR252W	YMR319C
YGL237C	YLR423C
YGL237C	YJR132W
YGL237C	YNR031C
YGL237C	YPR016C
YGL237C	YOR272W
YGL237C	YDR022C
YGL237C	YKR028W
YGL237C	YKL214C
YGL237C	YGR267C
YGL237C	YER126C
YGL237C	YJL138C
YGL237C	YIL053W
YGL237C	YPR085C
YGL237C	YDR381W
YGL237C	YOR358W
YGL237C	YBR011C
YGL237C	YIL070C
YGL237C	YEL055C
YGL237C	YOL139C
YGL237C	YGR155W
YGL237C	YHR052W
YGL237C	YER043C
YGL237C	YBR085W
YGL237C	YFR001W
YGL237C	YPR069C
YGL237C	YPL166W
YGL237C	YBR039W
YGL237C	YMR308C
YGL237C	YER002W
YGL237C	YNL063W
YGL237C	YJL081C
YGL237C	YDR517W
YGL237C	YKR048C
YBL021C	YDL185W
YOL126C	YLR300W
YOL126C	YJR068W
YOL126C	YCL043C
YOL126C	YIL108W
YOL126C	YDL147W
YOL126C	YMR246W
YOR174W	YNR039C
YLR019W	YDR342C
YLR019W	YDR343C
YIL143C	YNL085W
YIL143C	YOR027W
YDR076W	YBL056W
YDR076W	YHR033W
YGL158W	YOR136W
YGL158W	YOR018W
YGL158W	YLR113W
YGL158W	YBL016W
YGL158W	YOR261C
YGL158W	YDR477W
YLR248W	YMR319C
YFL033C	YPL031C
YPR018W	YLR347C
YPR018W	YNL189W
YCR009C	YNL055C
YCR009C	YOR232W
YCR009C	YGL060W
YGL213C	YLR398C
YGL213C	YPR189W
YGL213C	YBR059C
YIL147C	YDL145C
YBR198C	YDR212W
YBR198C	YIL142W
YBR198C	YJR064W
YBR198C	YJR072C
YBR198C	YJL014W
YBR198C	YER160C
YJL164C	YDR212W
YJL164C	YMR319C
YJL164C	YPL203W
YJL164C	YIL033C
YJL164C	YLL040C
YJL164C	YFL033C
YJL069C	YIL035C
YJL069C	YKL012W
YJL069C	YKL099C
YJL069C	YCR057C
YJL069C	YJL109C
YJL069C	YKR096W
YJL069C	YML093W
YJL069C	YOR061W
YJL069C	YOR039W
YJL069C	YNL132W
YJL069C	YPL126W
YJL069C	YKR060W
YJL069C	YLR409C
YJL069C	YLR197W
YJL069C	YOR145C
YJL069C	YDL185W
YJL069C	YGL019W
YJL069C	YDL014W
YJL069C	YDR449C
YJL069C	YLR129W
YJL069C	YOR090C
YJL069C	YER127W
YJL069C	YMR229C
YJL069C	YGR090W
YOR276W	YKR048C
YOR276W	YOL139C
YOR276W	YER027C
YGL116W	YIL142W
YGL116W	YJR064W
YGL116W	YPL140C
YGL116W	YDR212W
YGL116W	YJL013C
YGL116W	YKL085W
YGL116W	YJL014W
YGL190C	YDR188W
YGL190C	YHR033W
YGL190C	YDL134C
YGL190C	YIL142W
YGL190C	YJR064W
YGL190C	YJL014W
YGL190C	YAL016W
YGL190C	YDR212W
YNR010W	YOL139C
YNR010W	YNL055C
YJL106W	YIL142W
YJL106W	YDR212W
YPL140C	YMR275C
YPL140C	YCL028W
YPL140C	YJR072C
YPL140C	YBR260C
YPL140C	YNL037C
YPL140C	YDR190C
YPL140C	YDL029W
YPL140C	YPR108W
YPL140C	YHR027C
YPL140C	YJL095W
YPL140C	YIL094C
YPL140C	YEL060C
YDR523C	YNL037C
YDR523C	YDL188C
YDR523C	YDR214W
YDR523C	YLL041C
YDR523C	YDL134C
YDR523C	YDL029W
YDR523C	YOR261C
YDR523C	YEL051W
YDR523C	YBR039W
YDR523C	YHR033W
YDR523C	YDR372C
YDR523C	YJR132W
YDR523C	YML123C
YDR523C	YEL060C
YDR523C	REP1
YDR523C	YKR046C
YDR523C	YLR216C
YOR212W	YHR005C
YOR212W	YDL029W
YOR212W	YJR064W
YOR212W	YDR188W
YOR212W	YER025W
YOR212W	YCL028W
YOR212W	YJL014W
YOR212W	YHR033W
YOR212W	YIL142W
YOR212W	YDR212W
YOR212W	YDR214W
YBL036C	YMR319C
YBL036C	YDR343C
YBL036C	YDR226W
YBL036C	YDR342C
YBL036C	YGR087C
YBL036C	YOL078W
YBL036C	YDR023W
YDL193W	YJR132W
YDL193W	YLR293C
YDL193W	YOR185C
YDL193W	YGL008C
YDL193W	YGL195W
YDR482C	YAL016W
YGR054W	YBL002W
YGR054W	YNL132W
YGR054W	YDR432W
YOL108C	YMR308C
YOL108C	YBR009C
YOL108C	YDR324C
YOL108C	YIL070C
YOL108C	YPL211W
YOL108C	YDR224C
YOL108C	YBL002W
YCR092C	YDR224C
YGL220W	YER174C
YGL220W	YLL029W
YGL220W	YDR098C
YJR110W	YLR071C
YPL031C	YFL030W
YPL031C	YGR234W
YPL031C	YGR233C
YPL031C	YIL050W
YPL031C	YDR226W
YML064C	YKL080W
YML064C	YGR234W
YML064C	YDR226W
YML064C	YAL003W
YDR388W	YPL235W
YDR388W	YDR148C
YDR388W	YDR037W
YDR388W	YBL045C
YDR388W	YDR023W
YDR388W	YER003C
YDR388W	YFL018C
YDR388W	YOL058W
YDR388W	YOL139C
YDR388W	YGL026C
YBR055C	YBR149W
YBR055C	YJR104C
YBR055C	YCR053W
YBR055C	YDR129C
YBR055C	YEL034W
YBR055C	YKL157W
YBR055C	YLL018C
YBR055C	YPL004C
YBR055C	YER165W
YBR055C	YHR064C
YBR055C	YBR121C
YBR055C	YDR353W
YBR055C	YMR105C
YBR055C	YPL028W
YBR055C	YJL080C
YBR055C	YDL078C
YBR055C	YDR037W
YBR055C	YER003C
YBR055C	YCR002C
YBR055C	YLR153C
YBR055C	YJL167W
YBR055C	YDR158W
YBR055C	YKL210W
YBR055C	YMR012W
YBR055C	YDL124W
YBR055C	YHR208W
YBR055C	YOR120W
YBR055C	YGR061C
YBR055C	YLR432W
YBR055C	YAL012W
YBR055C	YMR205C
YBR055C	YHR019C
YBR055C	YGR204W
YBR055C	YBR025C
YBR055C	YOR335C
YBR055C	YPR160W
YBR055C	YBL076C
YBR055C	YJR105W
YNL135C	YMR205C
YNL135C	YOR335C
YNL135C	YIL149C
YNL135C	YKL216W
YNL135C	YDR341C
YNL135C	YHR064C
YNL135C	YIL078W
YNL135C	YGR204W
YPR110C	YOR332W
YPR110C	YBR249C
YPR110C	YBL076C
YPR110C	YDR214W
YPR110C	YNL229C
YPR110C	YGL026C
YPR110C	YPL160W
YPR110C	YLR086W
YKR055W	YKL216W
YHR107C	YLR314C
YDL100C	YKL062W
YML115C	YPL050C
YDL029W	YGL016W
YDL029W	YNL271C
YDL029W	YIL128W
YDL029W	YBR208C
YDL029W	YOR259C
YDL029W	YBR202W
YDL029W	YPR019W
YDL029W	YJR029W
YDL029W	YDR216W
YDL029W	YKL211C
YDL029W	YLR309C
YDL101C	YMR226C
YDL101C	YFL030W
YDL101C	YJR104C
YDL101C	YOR332W
YDL101C	YDR158W
YDL101C	YGL256W
YDL101C	YDR155C
YDL101C	YOL139C
YDL101C	YMR105C
YDL101C	YDR214W
YDL101C	YBR035C
YER133W	YGL256W
YER133W	YKL085W
YER133W	YLR134W
YER133W	YLR258W
YHR135C	YLR134W
YHR135C	YDL188C
YHR135C	YPL258C
YHR135C	YAL016W
YHR135C	YDL134C
YGL190C	YNL154C
YDL132W	YEL060C
YDL132W	YPL258C
YDL132W	YGR087C
YDL132W	YLR134W
YBR055C	YKL085W
YBR055C	YBR126C
YBR055C	YMR120C
YBR017C	YDR071C
YBR017C	YOR176W
YBR017C	YGL105W
YBR017C	YMR145C
YBR017C	YBL003C
YBR017C	YOR259C
YBR017C	YGL256W
YBR017C	YBR205W
YDL220C	YHR208W
YDL220C	YGL256W
YLR314C	YCR053W
YLR314C	YLR027C
YLR314C	YDL225W
YLR314C	YDR158W
YOR212W	YFL045C
YOR212W	YMR120C
YOR212W	YMR105C
YER179W	YPL235W
YER179W	YKL211C
YER179W	YPR183W
YER179W	YDL148C
YER179W	YNR016C
YER179W	YFL016C
YPL031C	YJR104C
YKL103C	YOL082W
YKL103C	YEL071W
YJR007W	YCR053W
YER025W	YLR215C
YNL244C	YLR027C
YNL244C	YLR438W
YNL244C	YBR126C
YNL244C	YLR134W
YNL244C	YBR247C
YNL244C	YHR064C
YNL244C	YDR353W
YNL244C	YDR155C
YNL244C	YBL076C
YNL244C	YGL256W
YNL244C	YJL167W
YNL244C	YBR121C
YNL244C	YPL160W
YNL244C	YOR177C
YNL244C	YOR335C
YNL244C	YDL124W
YNL244C	YLR153C
YNL244C	YHR018C
YNL244C	YPL028W
YNL244C	YGR232W
YNL244C	YCR053W
YNL244C	YHR019C
YPR165W	YLR438W
YPR165W	YPL262W
YPR165W	YEL071W
YPR165W	YOR230W
YPR165W	YLR153C
YPR165W	YFR044C
YPR165W	YJR016C
YPR165W	YPL028W
YPL149W	YAL012W
YPL149W	YMR058W
YPL149W	YJL167W
YNL135C	YJR104C
YNL135C	YMR315W
YOR089C	YBR126C
YOR089C	YOR370C
YCR092C	YNR058W
YMR022W	YIL033C
YOR174W	YMR102C
YCR002C	YFL018C
YCR002C	YGL105W
YNL135C	YDR037W
YNL135C	YGL026C
YNL135C	YDR129C
YER017C	YFL018C
YER017C	YBR247C
YNL180C	YDR353W
YIL035C	YIL033C
YPL203W	YKL166C
YMR022W	YLR006C
YMR022W	YNR031C
YBR017C	YGR005C
YBR017C	YGR282C
YBR017C	YEL051W
YBR017C	YKR046C
YBR017C	YOR317W
YBR017C	YBR120C
YBR017C	YNL169C
YBR017C	YKL120W
YBR017C	YDR216W
YBR017C	YMR241W
YBR017C	YBL030C
YBR017C	YIL124W
YBR017C	YHR089C
YJL098W	YMR209C
YJL098W	YBR208C
YOL126C	YIL128W
YKL103C	YFL034W
YLR291C	YMR058W
YLR291C	YGR083C
YLR291C	YER025W
YLR291C	YDR211W
YLR291C	YIL128W
YLR291C	YPL237W
YLR291C	YKL205W
YLR291C	YMR246W
YLR291C	YER023W
YLR291C	YOR260W
YLR291C	YKR026C
YLR291C	YEL051W
YLR291C	YEL013W
YLR291C	YGR279C
YLR291C	YJR132W
YDR097C	YOL090W
YLR175W	YNL189W
YLR175W	YMR205C
YLR175W	YIL104C
YOR351C	YMR323W
YOR351C	YHR170W
YJL128C	YNR058W
YJL128C	YDL006W
YJL128C	YER178W
YJL128C	YDR162C
YML016C	YOR308C
YDL047W	YJL026W
YDL047W	YJR105W
YDL047W	YMR205C
YPL026C	YPL028W
YGL100W	YLR359W
YGL100W	YLR208W
YGL100W	YDL116W
YGL100W	YGL092W
YCL039W	YPL018W
YCL039W	YPL139C
YFR021W	YLR222C
YPL139C	YPL181W
YBL021C	YML048W
YHR199C	YCR088W
YMR117C	YDL171C
YMR117C	YER018C
YMR117C	YIL128W
YMR117C	YER025W
YGL158W	YGL115W
YDL047W	YDL029W
YDL047W	YKL029C
YDL047W	YMR196W
YDL047W	YDL171C
YDL047W	YNR016C
YDL047W	YML048W
YDL047W	YMR145C
YDL047W	YDR465C
YDL047W	YOR317W
YDL047W	YDR188W
YDL047W	YGR282C
YDL047W	YOR259C
YDL047W	YMR246W
YDL047W	YJR072C
YDL225W	YPL235W
YDL225W	YOR259C
YDL225W	YNR016C
YDL225W	YJR070C
YDL225W	YNR035C
YDL225W	YDL029W
YDL225W	YGR282C
YDL225W	YDR148C
YDL225W	YHR033W
YGR083C	YKR026C
YGR083C	YCR084C
YGR083C	YOR260W
YGR083C	YDR211W
YIL142W	YLR105C
YIL142W	YJR070C
YMR116C	YLR197W
YMR116C	YGR145W
YMR116C	YOR056C
YMR116C	YNL308C
YMR116C	YGL120C
YMR116C	YAR007C
YOL139C	YGL115W
YOL139C	YKL204W
YOL139C	YMR246W
YOL139C	YER090W
YOL139C	YDR214W
YPL259C	YER165W
YPL259C	YPL093W
YPL259C	YOL010W
YPL259C	YHR052W
YPL259C	YOL077C
YPL259C	YCL059C
YPL259C	YKL135C
YPL259C	YLR196W
YPL259C	YLR328W
YPL259C	YPL043W
YPL259C	YOR187W
YPL259C	YPR029C
YPL259C	YPR016C
YPL259C	YNL308C
YDR142C	YIL068C
YDR142C	YLR105C
YDR142C	YKL103C
YMR049C	YOL077C
YMR049C	YGL023C
YMR049C	YGR103W
YMR049C	YNL061W
YMR049C	YKL172W
YMR049C	YNL002C
YMR049C	YLR449W
YMR049C	YNL110C
YMR049C	YPL258C
YMR049C	YDR412W
YMR049C	YLR300W
YMR049C	YER002W
YKR036C	YBR039W
YOL062C	YFL045C
YGL058W	YCR066W
YGL058W	YKL210W
YKR026C	YNL085W
YKR026C	YOR317W
YKR026C	YEL051W
YKR026C	YDL052C
YKR026C	YMR241W
YKR026C	YLR289W
YJL138C	YJL107C
YGL137W	YNL287W
YGL137W	YLR216C
YGL137W	YGR202C
YGL137W	YIL124W
YGL137W	YLR100W
YGL137W	YJR070C
YGL137W	YBL045C
YGL137W	YMR146C
YGL137W	YKR067W
YGL137W	YER178W
YGL137W	YNL181W
YGL137W	YDL204W
YGL137W	YBR080C
YGL137W	YIL136W
YGL137W	YOR362C
YGL137W	YCR009C
YGL137W	YHR018C
YGL137W	YDR238C
YGL137W	YGR086C
YGL137W	YBL030C
YGL137W	YFR051C
YGL137W	YER049W
YGL137W	YJL026W
YGL137W	YKR046C
YGL137W	YKL029C
YGL137W	YDR429C
