DIP:40469E	DIP:24622N			PIR:T22631	GI:17534333	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40470E	DIP:26739N		SWP:O44772	PIR:D87804	GI:17508047	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40471E	DIP:27342N		SWP:Q21746	PIR:T16689	GI:17535447	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40472E	DIP:26176N		SWP:O16308	PIR:T31740	GI:17564540	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40473E	DIP:26188N		SWP:Q9XTH8	PIR:T22490	GI:17543040	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40474E	DIP:25463N		SWP:Q9NES7	PIR:T45059	GI:25151613	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40475E	DIP:24383N		SWP:Q95XQ1		GI:17509935	DIP:27373N		SWP:Q22886		GI:17557384
DIP:40476E	DIP:26668N		SWP:O01861	PIR:T15246	GI:17508869	DIP:25422N		SWP:O45225	PIR:T18773	GI:17538294
DIP:40477E	DIP:27116N			PIR:T24966	GI:17569851	DIP:24885N				GI:32566354
DIP:40478E	DIP:24354N		SWP:Q21668	PIR:T16664	GI:17569213	DIP:24334N				GI:33285223
DIP:40479E	DIP:25244N		SWP:Q21932	PIR:T24183	GI:17563106	DIP:24334N				GI:33285223
DIP:40480E	DIP:25333N		SWP:O76674	PIR:T33410	GI:17557608	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40481E	DIP:25023N		SWP:O16332	PIR:T31764	GI:17563574	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40482E	DIP:25711N				GI:17552186	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40483E	DIP:25970N		SWP:Q17991		GI:34366008	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40484E	DIP:26233N		SWP:Q93233	PIR:T19356	GI:17505625	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
DIP:40485E	DIP:25337N		SWP:Q966P3		GI:17551048	DIP:25464N		SWP:Q17539	PIR:T30974	GI:17538360
